sleep_inflicted_delta,frz_inflicted_delta,par_inflicted_delta,blended_faints_before_first_ko,p2_strategic_switches,delta_missed_moves,player_won,lead_spd_delta,first_sleep,p1_avg_remaining_health,p2_avg_remaining_health,p1_tauros_hp_pct,p1_chansey_hp_pct
0,0,8,0,6,-3,1,-25,1,0.9233333333333333,0.7383333333333333,1.0,0.9
3,0,1,1,9,3,1,0,1,0.6189801699716714,0.37169823092545634,0.7138810198300283,1.0
9,0,13,0,13,6,1,15,3,0.7323759791122715,0.4819183488428484,1.0,0.0
-1,0,-1,1,10,-2,1,65,-1,0.7083333333333334,0.7916666666666666,0.0,1.0
6,2,3,2,9,2,1,40,1,0.6366666666666666,0.43,1.0,0.0
1,0,14,0,13,3,1,15,26,0.73,0.47500000000000003,1.0,0.6
1,0,0,1,9,-1,1,25,-3,0.8333333333333334,0.7431440566682715,0.0,0.0
2,0,6,1,10,-2,1,15,6,0.7197427288518184,0.7882789217835441,1.0,1.0
3,0,-11,1,9,-5,1,0,4,0.7833333333333333,0.645,0.7,1.0
-5,0,-1,2,7,-1,1,10,-2,0.4938809507241754,0.5981604133386949,0.3881019830028329,0.0
1,-3,-5,2,5,3,1,15,-3,0.4666666666666666,0.7416666666666667,1.0,0.0
1,0,-1,1,4,-3,1,25,20,0.326133909287257,0.5440834318295137,0.0,0.0
7,0,0,0,14,6,1,0,-1,0.5574285099937346,0.4050430702737167,0.3937677053824363,0.9160739687055477
-3,-3,6,3,10,3,1,-40,-2,0.35833333333333334,0.7999999999999999,0.0,0.0
6,2,-6,2,10,0,1,0,3,0.6395101171458999,0.4384672977421105,1.0,1.0
4,0,1,1,16,-3,1,-30,3,0.6833333333333332,0.48,1.0,1.0
5,-9,-4,2,6,4,1,-5,6,0.5166666666666667,0.6216666666666667,0.1,0.0
2,0,5,1,12,-2,1,5,4,0.4715476908772589,0.7063619116771799,1.0,0.0
5,0,-4,2,11,1,1,0,-1,0.5383333333333333,0.45500000000000007,0.0,0.0
3,0,-11,2,8,-5,1,-5,13,0.4916666666666667,0.75,1.0,0.0
5,0,0,0,13,2,1,0,3,0.7805362123183208,0.673931822564775,1.0,0.6998577524893315
5,1,6,0,10,1,1,25,-3,0.615678776290631,0.5632983692636792,1.0,0.0
3,1,-12,0,8,1,1,70,9,0.3333333333333333,0.5983333333333333,0.0,0.0
4,0,1,3,8,0,1,0,1,0.5,0.5533333333333333,1.0,0.0
0,0,24,2,4,0,1,65,0,0.4633333333333334,0.7033333333333333,1.0,0.0
0,0,1,1,11,1,1,0,0,0.54,0.7533333333333333,1.0,0.0
-3,0,0,3,5,0,1,-15,1,0.295,0.6016666666666667,1.0,0.0
-6,0,-3,2,7,0,1,-5,-10,0.43999999999999995,0.7233333333333333,1.0,0.0
5,2,-10,0,11,0,1,40,1,0.7694456207915428,0.7600171064276123,1.0,0.7339971550497866
0,2,-6,3,8,-4,1,40,-5,0.4216666666666667,0.5283333333333333,0.0,1.0
-2,0,-12,3,9,0,1,-10,-16,0.5,0.5566666666666668,1.0,0.0
9,0,-1,0,8,2,1,-20,2,0.5,0.32677518218918233,1.0,0.0
-1,1,-11,0,8,-1,1,10,-2,0.355,0.6616666666666667,1.0,0.0
6,4,2,3,14,-2,1,0,1,0.41333333333333333,0.325,0.0,1.0
0,0,-12,2,5,1,1,-5,15,0.5966666666666667,0.785,1.0,0.0
4,0,10,0,13,0,1,35,2,0.35166666666666674,0.31,0.0,0.11
8,0,-9,0,9,2,1,0,3,0.5050489013056684,0.4878966535010298,0.6090651558073654,1.0
1,0,-2,1,6,5,1,0,-2,0.385,0.3666666666666667,0.61,0.0
4,0,5,1,9,1,1,0,8,0.6083333333333334,0.48,1.0,0.66
-4,0,5,1,8,0,1,-15,-8,0.6766666666666667,0.375,0.0,1.0
7,0,-8,0,9,0,1,0,1,0.7983333333333333,0.6133333333333333,1.0,0.79
5,0,-5,0,10,1,1,-15,-1,0.8450000000000001,0.6666666666666666,1.0,0.0
4,0,12,1,11,6,1,20,-1,0.6879732619525568,0.7016558968148847,1.0,0.7439544807965861
5,0,3,0,12,3,1,-5,21,0.7816666666666666,0.7233333333333333,0.0,0.82
6,0,-1,2,7,1,1,5,9,0.4633333333333334,0.40166666666666667,1.0,0.0
7,-1,-1,2,12,-2,1,60,-1,0.6446183025130393,0.6600616552991861,1.0,0.8677098150782361
1,2,-1,0,10,-1,1,0,-1,0.842592941127065,0.876356232393384,1.0,0.5789473684210527
4,0,6,1,11,6,1,25,-2,0.6816666666666666,0.4683333333333333,0.72,1.0
-7,0,13,0,11,-2,1,10,-3,0.880728375495699,0.6345968648568345,0.0,0.8705547652916074
2,-4,-11,2,11,-3,1,-5,5,0.4533333333333333,0.6916666666666668,1.0,0.08
-1,1,12,1,11,3,1,65,1,0.5283333333333333,0.745,1.0,0.77
1,0,4,0,11,2,1,70,-6,0.6283333333333333,0.5683333333333334,1.0,0.84
0,0,1,2,12,3,1,-10,0,0.43333333333333335,0.3733333333333333,1.0,0.0
4,-1,3,1,9,-1,1,-5,25,0.6,0.5683333333333334,1.0,0.0
-4,0,7,3,6,-4,1,0,-5,0.36000000000000004,0.19333333333333336,0.0,0.0
-1,1,-4,2,9,-8,1,0,2,0.6280052652089615,0.6440404907542666,0.0,0.887624466571835
4,1,11,0,15,1,1,0,1,0.8304882320178688,0.5738994699274255,1.0,1.0
-1,0,10,1,6,4,1,0,-5,0.61,0.445,0.0,1.0
1,-5,-2,2,9,3,1,-40,-1,0.5633333333333334,0.47500000000000003,0.0,0.0
7,0,-4,1,13,5,1,-10,5,0.5213664827279177,0.7384972440765999,0.14447592067988668,0.701280227596017
2,5,2,2,6,-1,1,-20,1,0.62,0.5616666666666666,1.0,1.0
0,0,6,1,9,1,1,0,0,0.18666666666666668,0.24333333333333332,0.59,0.0
6,0,6,0,6,2,1,15,-3,0.7866666666666667,0.4833333333333334,1.0,0.68
1,9,-7,0,6,3,1,20,-2,0.7799999999999999,0.44166666666666665,1.0,0.92
6,2,-3,2,5,-4,1,-60,4,0.6666666666666666,0.39999999999999997,1.0,1.0
0,0,1,2,8,1,1,-25,10,0.44333333333333336,0.7466666666666667,0.39,0.67
-1,0,1,3,8,3,1,0,-1,0.465,0.7000000000000001,0.88,0.0
7,0,-5,3,13,4,1,-20,1,0.4216666666666667,0.225,0.0,1.0
1,6,5,3,11,-1,1,-15,5,0.44169246646026833,0.41331347549698966,1.0,0.0
4,4,-4,1,11,1,1,0,1,0.6771690864641021,0.32946216392736,1.0,1.0
0,0,1,2,8,1,1,0,-3,0.40970072239422084,0.4400368288676337,1.0,0.0
0,0,-3,1,7,-3,1,25,0,0.6266666666666666,0.6233333333333334,1.0,0.0
-3,0,8,3,5,-2,1,10,3,0.21333333333333335,0.8133333333333334,0.0,0.0
7,0,-7,2,11,-1,1,0,2,0.6140350877192983,0.7746275541800687,1.0,0.0
6,0,12,1,0,4,1,-10,7,0.7783333333333333,0.9483333333333333,0.0,1.0
2,0,14,0,6,0,1,-5,2,0.4283333333333333,0.4383333333333333,0.57,0.0
4,1,-7,0,7,-1,1,-25,1,0.36533902323376005,0.3358587866624499,1.0,0.19203413940256045
0,0,-4,3,3,-8,1,-15,0,0.4483333333333333,0.5816666666666667,0.93,0.83
4,0,6,3,12,-1,1,-10,15,0.37166666666666665,0.6733333333333335,0.0,0.23
8,0,3,0,5,-6,1,40,1,0.89,0.4766666666666666,1.0,1.0
-2,0,18,1,8,0,1,65,-1,0.7730896992116613,0.7442266096739706,0.7025495750708215,0.9359886201991465
8,0,-1,1,10,6,1,-5,2,0.6366666666666667,0.715,0.0,0.0
3,0,1,3,8,-2,1,60,-3,0.26666666666666666,0.37166666666666676,0.0,0.1
1,0,13,0,4,-1,1,60,-6,0.9483333333333333,0.8216666666666667,0.0,1.0
2,0,-8,2,8,-3,1,-55,1,0.5700994278731323,0.5958320037299646,0.5382436260623229,1.0
-1,1,11,1,8,2,1,-15,1,0.69746061851325,0.697898900303862,0.0,0.701280227596017
6,0,3,1,9,1,1,-5,8,0.5233333333333333,0.3016666666666667,0.0,1.0
-1,0,-12,1,8,-4,1,0,-10,0.62,0.66,1.0,0.0
7,0,0,1,8,-2,1,-55,5,0.6243133971227038,0.42804485878363047,1.0,1.0
-1,2,0,1,10,4,1,-15,-1,0.800092837126147,0.5205771116455431,1.0,0.8961593172119487
6,0,-18,0,10,0,1,0,13,0.8833333333333333,0.735,1.0,0.95
-3,0,5,0,6,-1,1,0,-11,0.5913470377761132,0.46039225285027885,0.40226628895184136,0.8207681365576103
5,0,-2,1,5,-5,1,-20,2,0.57,0.5133333333333333,1.0,0.51
0,1,8,0,7,-5,1,-15,-2,0.6206714916587112,0.5267472480935339,1.0,0.9018492176386913
-2,0,2,1,7,-3,1,40,3,0.39680082559339525,0.6570221642527007,1.0,0.0
6,0,-9,1,8,1,1,60,7,0.8033333333333333,0.6333333333333333,1.0,0.93
2,0,7,3,7,-2,1,70,5,0.46396396396396394,0.6880087137183732,1.0,0.7837837837837838
5,0,-10,3,12,7,1,0,-2,0.47333333333333333,0.8300000000000001,1.0,0.84
5,0,9,2,5,1,1,25,-3,0.6433333333333333,0.4266666666666667,1.0,1.0
-5,0,17,1,6,1,1,-45,-1,0.6602674880186842,0.793113688503636,1.0,0.7880512091038406
5,0,-4,3,11,3,1,15,-1,0.26580694630384344,0.22246335348036372,0.1274787535410765,0.0
-8,0,14,2,5,0,1,35,-1,0.19707111691844517,0.6526526526526527,0.0,0.0
12,0,-7,1,4,9,1,65,13,0.7316666666666668,0.84,1.0,0.0
6,1,-4,0,10,-1,1,15,4,0.4584393553859203,0.582394922671015,1.0,0.0
2,0,15,1,6,4,1,10,21,0.445,0.45500000000000007,1.0,0.0
1,0,2,0,6,1,1,0,2,0.8957639733087354,0.7778118477927576,0.0,1.0
3,0,7,1,5,0,1,0,1,0.5883333333333334,0.64,1.0,0.0
4,0,-3,5,8,-2,1,-20,2,0.08732694355697551,0.2713874406005323,0.0,0.0
7,1,7,0,8,1,1,-15,3,0.6666666666666666,0.5783333333333333,1.0,1.0
-2,0,4,0,7,-1,1,25,-2,0.8716666666666667,0.7016666666666667,1.0,0.39
3,3,-5,2,13,3,1,0,6,0.3936241562535087,0.23694812846437577,0.40509915014164305,0.5704125177809388
-7,0,-3,0,4,-3,1,0,-9,0.3333333333333333,0.49004133102835956,1.0,0.0
0,3,-3,2,6,-4,1,80,0,0.5016666666666666,0.5883333333333333,1.0,0.28
5,0,-2,2,11,1,1,5,4,0.5316666666666666,0.5,1.0,1.0
6,2,-4,1,9,2,1,0,1,0.5,0.2966666666666667,1.0,0.0
-2,0,14,0,11,5,1,0,-1,0.6862677373859483,0.45799857712272335,0.0,1.0
1,0,14,1,10,1,1,-5,5,0.5583712181998433,0.5515708618153483,0.0084985835694051,0.5305832147937412
1,1,3,0,8,3,1,-25,1,0.587719298245614,0.31738577301128496,1.0,0.5263157894736842
2,3,6,2,15,4,1,0,-1,0.42829687958918533,0.29061942314197026,0.24079320113314448,0.5903271692745377
-1,0,7,0,10,-3,1,25,-14,0.6050000000000001,0.5766666666666667,1.0,0.7
-1,0,10,0,12,0,1,0,-8,0.5383333333333333,0.5216666666666666,0.18,0.73
-2,0,10,0,10,1,1,-5,2,0.696637115483837,0.5652516389458858,1.0,0.5376955903271693
3,0,-9,1,8,-4,1,60,1,0.7516666666666666,0.5166666666666667,0.6,0.91
8,0,0,0,7,1,1,-5,7,0.5683333333333334,0.5183333333333333,1.0,0.04
1,0,4,0,4,2,1,0,25,0.6366666666666666,0.45166666666666666,1.0,0.82
0,0,8,2,9,1,1,10,0,0.6347992351816444,0.5585746534758765,1.0,0.0
2,0,2,0,7,0,1,20,4,0.48833333333333334,0.49500000000000005,1.0,0.0
2,2,-7,0,9,-1,1,-15,3,0.4466666666666667,0.375,1.0,0.0
4,-1,6,0,11,1,1,0,2,0.445,0.42500000000000004,0.53,0.45
7,0,-12,0,10,1,1,-5,5,0.855,0.6783333333333333,1.0,0.86
9,0,4,0,8,-2,1,0,2,0.5702988575423901,0.3473295420169477,1.0,0.9544807965860598
1,0,-2,0,5,-4,1,0,2,0.7816666666666666,0.5266666666666667,0.75,1.0
2,1,-3,0,5,0,1,-5,13,0.86,0.7933333333333333,0.0,0.58
4,0,-4,4,13,3,1,0,2,0.24166666666666667,0.4183333333333334,0.45,0.0
2,0,4,4,12,-1,1,-20,1,0.06666666666666667,0.31,0.06,0.0
4,2,5,0,12,5,1,65,-1,0.4520263727603217,0.3596286809484281,0.2719546742209632,0.0
6,0,4,2,7,-4,1,70,2,0.6383333333333333,0.325,0.0,0.0
-3,0,-1,1,11,0,1,-10,4,0.5266666666666666,0.7866666666666667,0.0,1.0
-10,0,8,1,5,-7,1,65,-3,0.44333333333333336,0.5,0.0,0.0
2,3,5,3,7,-1,1,5,27,0.5,0.5066666666666667,0.0,0.0
4,0,0,1,11,2,1,5,12,0.75,0.68,1.0,0.68
6,1,3,2,11,4,1,10,-2,0.6433418150975403,0.5133999167922606,1.0,0.0
3,1,1,1,9,-1,1,5,21,0.5916284743930119,0.5463564781833484,0.10764872521246459,1.0
-7,0,10,1,9,-8,1,-10,4,0.4366666666666667,0.47666666666666674,0.66,0.0
4,0,1,1,8,-4,1,0,22,0.48530109056424847,0.41080611977394144,0.0,0.9118065433854907
4,0,-16,1,12,-3,1,-55,2,0.5466666666666667,0.47500000000000003,1.0,0.8
6,0,-2,0,20,4,1,-35,4,0.9083333333333333,0.8133333333333334,1.0,0.86
4,1,-8,1,8,0,1,-20,3,0.6853626278247152,0.670489224648995,0.0,0.7126600284495022
-1,0,11,3,12,-4,1,0,-2,0.5,0.22819996833897835,1.0,0.0
7,-5,8,0,9,2,1,10,5,0.63276193027097,0.5101407386958412,1.0,0.15789473684210525
0,0,14,2,9,4,1,0,-1,0.61,0.3466666666666667,0.0,0.0
-4,0,0,3,9,2,1,0,-1,0.43,0.7216666666666667,1.0,0.71
0,0,-9,3,10,-1,1,55,1,0.16666666666666666,0.4000000000000001,1.0,0.0
-4,-2,9,3,11,0,1,-15,-2,0.4583333333333333,0.5750000000000001,1.0,1.0
6,0,2,0,5,1,1,25,-1,0.7865712765684337,0.8020505732063049,1.0,0.984352773826458
-2,0,4,0,3,7,1,5,-3,0.9533333333333335,0.7983333333333333,1.0,1.0
3,0,-4,2,10,2,1,10,9,0.645651452697022,0.64809128147127,1.0,0.9601706970128022
0,3,8,0,11,1,1,0,1,0.8066666666666666,0.5399999999999999,1.0,1.0
-5,0,14,1,12,2,1,25,-1,0.5433333333333333,0.6266666666666666,0.53,0.82
8,4,-3,0,8,0,1,-10,5,0.58,0.19999999999999998,1.0,0.0
4,0,-11,2,12,2,1,-5,2,0.44333333333333336,0.6283333333333334,0.0,0.0
2,2,-8,1,6,0,1,-20,1,0.7204836415362731,0.6194610646132049,1.0,0.3229018492176387
-4,0,8,2,8,-4,1,10,-3,0.40499999999999997,0.49,0.41,0.0
0,0,-4,2,13,-1,1,0,0,0.5183333333333333,0.4583333333333333,1.0,0.63
3,0,15,1,7,1,1,20,-4,0.6699999999999999,0.5866666666666666,1.0,0.84
4,0,-8,0,9,0,1,-25,1,0.47833333333333333,0.27666666666666667,1.0,0.0
-4,-5,1,2,12,-3,1,15,3,0.4716666666666667,0.785,1.0,0.0
3,0,3,0,8,1,1,15,4,0.38999999999999996,0.43,1.0,0.34
-3,0,13,1,8,2,1,15,-17,0.7166666666666667,0.6366666666666666,1.0,0.55
1,0,8,3,11,4,1,15,-10,0.3866666666666667,0.40166666666666667,0.0,0.0
-5,3,8,0,8,-2,1,0,1,0.5793074905816553,0.397375532681929,0.0,1.0
10,3,-8,1,9,0,1,-65,3,0.43333333333333335,0.4116666666666667,0.38,1.0
3,1,-5,0,8,0,1,5,6,0.5460865196269861,0.7163929820031104,0.0,1.0
-3,0,4,4,10,-3,1,20,-17,0.27666666666666667,0.38166666666666665,0.0,1.0
0,0,10,2,8,0,1,0,0,0.6272630457933972,0.553249353097719,1.0,0.0
3,0,-4,0,10,-3,1,0,4,0.725,0.5766666666666667,1.0,0.89
-1,0,1,0,6,-1,1,0,-16,0.4743471623684881,0.45193393953815164,0.16997167138810199,0.8890469416785206
-2,0,2,1,7,-2,1,10,-3,0.7083333333333334,0.5916666666666667,1.0,0.85
3,6,4,0,6,0,1,-15,1,0.7016666666666667,0.37666666666666665,0.0,0.98
0,0,-8,3,3,0,1,30,0,0.38846480067854117,0.6791938544614106,0.0,0.0
4,0,3,2,10,2,1,0,3,0.5166666666666667,0.5716666666666667,1.0,0.63
-1,-4,5,4,4,-3,1,-40,4,0.09000000000000001,0.6566666666666666,0.0,0.0
7,0,0,0,5,3,1,75,23,0.45999999999999996,0.365,1.0,0.76
6,0,0,1,9,1,1,5,17,0.6783333333333333,0.66,1.0,0.75
3,7,-4,1,5,3,1,-65,1,0.7016666666666667,0.5983333333333334,0.0,1.0
-2,0,-6,1,8,-3,1,-25,4,0.19542806364167362,0.4125363099824542,0.0,0.0
7,1,0,0,6,-1,1,-5,3,0.9466666666666667,0.6216666666666667,1.0,1.0
6,0,-4,1,10,-3,1,-15,-1,0.7166666666666667,0.68,0.0,1.0
0,0,10,4,5,3,1,-5,0,0.17514124293785313,0.6022964112736774,0.0,0.0
1,0,1,1,7,-3,1,20,-26,0.68,0.7183333333333334,1.0,1.0
6,0,-4,1,9,0,1,0,6,0.7333333333333334,0.8533333333333334,0.0,0.69
-2,0,0,3,7,0,1,-60,1,0.28833333333333333,0.4916666666666667,1.0,0.73
2,0,-4,1,11,8,1,25,-1,0.5516666666666666,0.31166666666666665,1.0,0.31
-1,0,18,0,6,-2,1,65,-9,0.42166666666666663,0.39666666666666667,0.44,0.0
0,0,-7,0,10,-2,1,90,0,0.6533333333333333,0.6150000000000001,0.57,1.0
-3,0,-2,3,9,0,1,-5,-9,0.235,0.61,0.0,0.86
0,0,-6,0,9,1,1,-40,-7,0.5333333333333333,0.36166666666666664,0.02,0.0
10,0,0,2,6,0,1,10,5,0.5466666666666667,0.4483333333333333,0.0,0.0
1,7,-17,1,14,-2,1,-25,25,0.7050000000000001,0.7633333333333333,1.0,0.0
3,0,-1,4,10,-6,1,-10,2,0.22332859174964437,0.4949233951862347,1.0,0.3399715504978663
10,1,0,0,9,1,1,15,1,0.3715769593956562,0.27817238253539356,0.22946175637393768,1.0
3,0,2,4,10,-1,1,80,4,0.21833333333333335,0.295,0.0,0.0
0,0,9,1,8,0,1,20,-9,0.6900000000000001,0.5166666666666667,1.0,0.52
2,0,-5,1,6,-5,1,-25,11,0.4283333333333333,0.7200000000000001,0.21,0.65
-1,0,-1,0,8,-4,1,0,-10,0.34833333333333333,0.5666666666666668,1.0,0.83
3,5,-9,0,13,2,1,40,1,0.6566666666666667,0.4716666666666666,1.0,0.83
2,2,-11,1,13,2,1,0,-2,0.7383333333333333,0.5616666666666666,1.0,0.0
0,0,0,1,7,2,1,5,0,0.7798734123444203,0.5358904329868643,1.0,0.8947368421052632
1,0,4,0,15,1,1,10,5,0.7677235955891485,0.5953754232422657,1.0,0.8549075391180654
1,4,-9,2,12,3,1,-5,4,0.35166666666666674,0.4166666666666667,0.0,0.0
-1,0,-2,0,9,1,1,-60,2,0.6138826091186572,0.2605260899966216,0.0,0.9957325746799431
0,0,15,1,3,12,1,0,1,0.6933333333333334,0.6766666666666667,1.0,1.0
1,0,0,1,8,-4,1,-65,2,0.40166666666666667,0.6466666666666666,1.0,0.86
0,0,9,1,11,-1,1,-40,4,0.7566666666666667,0.6950000000000002,0.0,0.8
5,1,-14,1,10,0,1,-20,4,0.5883333333333334,0.5833333333333334,1.0,0.0
-1,0,1,0,12,0,1,5,-14,0.5,0.28679020448342235,1.0,0.0
1,-3,9,1,11,2,1,60,-1,0.62,0.38999999999999996,1.0,0.36
-3,0,7,0,6,-1,1,20,-1,0.3751289989680083,0.5890058822030242,1.0,0.0
1,1,10,1,5,4,1,-5,8,0.49333333333333335,0.5083333333333334,0.7,1.0
-1,6,5,0,14,0,1,0,-3,0.7733333333333333,0.6416666666666666,1.0,1.0
7,0,2,1,11,0,1,5,11,0.8333333333333334,0.61,1.0,1.0
0,0,5,1,7,-2,1,-5,-7,0.16666666666666666,0.32451888988062966,0.0,0.0
2,0,-1,3,9,0,1,0,-1,0.37166666666666665,0.7133333333333333,0.0,0.0
6,0,-1,0,5,3,1,0,15,0.8463540723779704,0.641787004079889,1.0,0.6244665718349929
13,0,0,1,10,7,1,40,5,0.765,0.5650000000000001,1.0,0.83
0,6,-7,0,10,3,1,-5,0,0.835,0.715,0.21,1.0
1,0,-1,2,9,-6,1,-35,1,0.5343344555549646,0.43840647111999204,0.7138810198300283,0.0
2,0,5,0,10,1,1,15,1,0.7271464531876696,0.5650759911146334,1.0,0.5533428165007113
-3,-3,8,2,7,2,1,-15,-2,0.4006901638480586,0.7770893968818177,1.0,0.13086770981507823
2,0,1,0,6,-2,1,0,10,0.845383913599134,0.6425610088439898,1.0,1.0
-4,0,8,1,4,-5,1,65,-3,0.39166666666666666,0.4483333333333333,1.0,0.0
0,0,11,0,6,1,1,0,-3,0.6583333333333333,0.5299999999999999,1.0,0.0
4,0,-4,0,10,5,1,-5,4,0.8166666666666668,0.5716666666666667,0.75,0.91
6,0,-13,1,6,4,1,-10,7,0.5,0.5847305438239775,0.0,0.0
0,0,12,2,14,-3,1,0,0,0.49833333333333335,0.6166666666666667,1.0,0.43
4,4,1,2,13,-1,1,5,-1,0.49666666666666665,0.41,0.46,1.0
2,3,0,4,11,0,1,-10,2,0.20322019147084422,0.3453436191327699,0.0,0.0
11,0,5,0,9,-2,1,-15,1,0.7583333333333334,0.405,1.0,0.0
-4,0,3,2,9,-2,1,-20,-6,0.5883333333333334,0.47,0.0,0.0
3,0,0,3,10,-1,1,5,-6,0.5,0.5066666666666667,0.0,1.0
3,0,-6,2,7,-2,1,15,1,0.5707456978967494,0.469439684580365,1.0,0.0
1,0,9,4,9,-5,1,-15,1,0.3333333333333333,0.5964888764210939,1.0,0.0
4,1,2,1,10,7,1,0,-3,0.7616666666666667,0.7016666666666667,1.0,0.57
3,0,-1,3,11,-1,1,0,15,0.5,0.5016666666666667,1.0,0.0
3,4,-5,1,10,3,1,0,2,0.79,0.6166666666666667,1.0,0.74
5,0,-6,1,9,4,1,0,1,0.6623727832597647,0.33744147680879194,0.33618233618233617,0.6380543633762518
4,0,4,2,9,0,1,0,1,0.6216666666666667,0.5,1.0,1.0
1,0,8,0,8,3,1,0,1,0.9116666666666667,0.71,1.0,0.9
0,0,3,0,9,-1,1,5,0,0.6150099149090237,0.5751241358018601,1.0,0.7795163584637269
-1,0,-3,4,13,3,1,65,-1,0.23142554852326414,0.497223289421298,0.0,0.8321479374110953
2,0,0,3,8,-2,1,-40,1,0.4461756373937677,0.6353064353053939,0.6770538243626062,0.0
0,0,-5,0,9,-1,1,-5,0,0.6816666666666666,0.7316666666666666,1.0,0.72
3,8,5,0,7,5,1,25,11,1.0,0.5340734119969786,0.0,1.0
2,0,4,3,5,-3,1,-55,1,0.475628714054257,0.35295607528204614,0.0,0.0
3,0,-2,0,11,-3,1,5,17,0.8764381110013556,0.643552655212633,1.0,0.5561877667140825
-1,0,14,1,9,0,1,5,-13,0.5512408352802838,0.586392070787882,1.0,0.6955903271692745
7,-1,4,2,14,-2,1,-10,2,0.38277343593327445,0.5356358282621762,0.5439093484419264,0.20768136557610242
-1,0,-1,2,6,-2,1,40,1,0.42166666666666663,0.725,0.72,0.81
10,0,-13,1,9,0,1,10,4,0.695,0.6,0.7,0.0
-6,0,9,1,6,-3,1,15,1,0.5933333333333334,0.6,1.0,0.52
-2,0,11,0,11,-1,1,5,-1,0.63,0.5483333333333333,1.0,0.77
0,0,0,0,0,0,1,25,0,0.8843431214493164,1.0,0.9263456090651558,0.9544807965860598
8,0,1,2,12,4,1,0,9,0.6666666666666666,0.5316666666666667,1.0,1.0
3,1,8,0,8,0,1,-40,-1,1.0,0.7233333333333333,1.0,1.0
8,0,-17,2,10,1,1,-20,2,0.41,0.5083333333333334,0.46,1.0
3,0,-1,1,8,0,1,-20,1,0.4216666666666667,0.3516666666666666,1.0,0.0
0,0,3,1,6,1,1,-5,0,0.7705074624929251,0.8090427569950972,0.0,1.0
3,0,0,0,11,-2,1,0,5,0.8177700184199911,0.5432363631815631,1.0,0.9345661450924608
-1,0,2,3,6,-3,1,0,-19,0.4796437659033079,0.40694503932186477,1.0,0.0
4,-2,6,1,5,-2,1,-45,1,0.5066666666666667,0.3666666666666667,0.0,0.58
4,0,-6,2,11,-4,1,10,11,0.5,0.36999999999999994,0.0,1.0
1,0,1,1,6,2,1,0,29,0.6366666666666666,0.6083333333333333,1.0,0.0
-9,0,15,0,5,0,1,20,-1,0.5,0.49230970625104814,1.0,1.0
-3,0,12,0,10,3,1,65,-3,0.8483333333333333,0.535,0.0,0.79
4,0,3,0,11,-1,1,0,9,0.75,0.5783333333333333,1.0,0.62
-4,0,5,0,8,0,1,5,-2,0.5859591455898157,0.7098150782361309,0.0,0.8577524893314367
-7,0,-4,2,7,-3,1,5,-2,0.4345831882499791,0.7333516124392133,1.0,0.0
2,5,3,0,8,-4,1,40,1,0.355,0.3983333333333334,1.0,0.0
2,0,6,2,13,-1,1,0,-1,0.5366666666666666,0.6683333333333333,1.0,0.0
-2,0,-3,0,10,1,1,0,-1,0.6216666666666667,0.2733333333333333,0.0,0.0
3,5,4,2,6,0,1,-20,1,0.6,0.41500000000000004,1.0,0.86
-5,0,3,0,9,-4,1,10,-2,0.5709204076736324,0.622653864614476,1.0,0.6671408250355618
-1,4,0,1,13,1,1,0,-5,0.7133333333333334,0.6583333333333333,1.0,1.0
0,0,4,0,8,2,1,5,0,0.7933333333333333,0.5283333333333333,1.0,0.76
-1,1,-3,0,8,2,1,0,-22,0.6749999999999999,0.49666666666666665,1.0,1.0
5,0,-1,1,7,2,1,60,8,0.6833333333333332,0.57,0.0,0.86
1,0,-8,0,8,0,1,65,-2,0.6739040976584961,0.49567168837013525,1.0,0.8520625889046942
10,0,7,0,7,6,1,0,-1,0.91,0.6066666666666667,1.0,1.0
8,0,10,4,6,-4,1,-15,3,0.3333333333333333,0.48500000000000004,0.0,1.0
7,0,8,0,12,1,1,55,1,0.9333333333333332,0.5599999999999999,0.0,0.6
6,2,3,0,12,0,1,0,1,0.38496152332442773,0.21664364878271677,0.41076487252124644,0.89900426742532
6,2,-7,2,11,1,1,5,3,0.6066666666666667,0.5683333333333334,0.64,1.0
-2,0,2,0,9,0,1,0,-2,0.6630841367683473,0.7859174964438123,1.0,0.3058321479374111
1,0,-4,1,3,0,1,5,10,0.8150000000000001,0.7816666666666667,1.0,1.0
5,0,-18,1,13,-2,1,-5,-2,0.8274063537221433,0.5092504333212658,1.0,0.9644381223328592
-4,2,-4,1,11,2,1,-25,2,0.5870515692520276,0.5240264845910004,1.0,1.0
5,-1,11,1,10,-1,1,5,4,0.5305062932181576,0.41551668151187987,0.0,0.43243243243243246
6,0,0,1,6,-5,1,40,1,0.6233333333333334,0.5466666666666666,0.0,0.74
1,4,-11,0,11,1,1,-40,-1,0.7783333333333333,0.6983333333333333,1.0,1.0
0,5,-5,1,11,-5,1,-15,1,0.41432934350781375,0.38452740115166484,0.0084985835694051,0.0
1,0,2,2,10,2,1,15,-10,0.44166666666666665,0.49333333333333335,0.13,0.83
-9,1,0,1,6,-4,1,-5,-12,0.3333333333333333,0.35166666666666674,0.0,0.0
1,0,4,2,12,2,1,0,-2,0.57,0.3466666666666667,0.59,0.83
3,-7,13,3,5,-6,1,5,20,0.3383333333333334,0.5283333333333333,1.0,1.0
4,0,-4,0,7,-1,1,0,5,0.9216666666666667,0.7200000000000001,1.0,0.9
